N size rank blocking_factor t_exec t_proc t_comm
4096 8 0 512 164.817565 10.438400 154.379165 
4096 8 1 512 57.299083 36.042878 21.256205 
4096 8 2 512 79.488562 53.771379 25.717183 
4096 8 3 512 99.688749 74.963169 24.725580 
4096 8 4 512 118.686396 83.461853 35.224543 
4096 8 5 512 134.844563 90.942649 43.901914 
4096 8 6 512 150.198498 88.209442 61.989056 
4096 8 7 512 164.810084 88.601856 76.208228 
