N size rank blocking_factor t_exec t_proc t_comm
1024 4 0 256 1.654733 0.588229 1.066504 
1024 4 1 256 1.655657 0.579842 1.075815 
1024 4 2 256 1.655855 0.565611 1.090244 
1024 4 3 256 1.654912 0.590982 1.063930 
