N size rank blocking_factor t_exec t_proc t_comm
4096 8 0 512 163.979865 11.007755 152.972110 
4096 8 1 512 163.968872 35.050782 128.918090 
4096 8 2 512 163.964878 56.566543 107.398334 
4096 8 3 512 163.973208 67.196273 96.776935 
4096 8 4 512 163.969047 80.261763 83.707284 
4096 8 5 512 163.961969 82.104367 81.857602 
4096 8 6 512 163.956179 92.757730 71.198449 
4096 8 7 512 163.971504 90.559009 73.412495 
