N size rank blocking_factor t_exec t_proc t_comm
2048 8 0 256 11.908034 2.717863 9.190171 
2048 8 1 256 11.907746 2.582695 9.325051 
2048 8 2 256 11.908778 2.555668 9.353110 
2048 8 3 256 11.898442 2.555749 9.342693 
2048 8 4 256 11.903854 2.559972 9.343882 
2048 8 5 256 11.908917 2.560676 9.348241 
2048 8 6 256 11.904894 2.591533 9.313361 
2048 8 7 256 11.900565 2.520791 9.379774 
