N size rank blocking_factor t_exec t_proc t_comm
2048 4 0 512 12.639379 5.228864 7.410515 
2048 4 1 512 12.637258 4.882303 7.754955 
2048 4 2 512 12.639316 5.361236 7.278080 
2048 4 3 512 12.637315 4.881109 7.756206 
