N size rank blocking_factor t_exec t_proc t_comm
4096 8 0 512 107.806622 53.814845 53.991777 
4096 8 1 512 107.804199 52.284918 55.519281 
4096 8 2 512 107.802048 53.594619 54.207429 
4096 8 3 512 107.806339 59.079855 48.726483 
4096 8 4 512 107.799970 47.823400 59.976569 
4096 8 5 512 107.804406 51.388750 56.415656 
4096 8 6 512 107.792716 49.051382 58.741334 
4096 8 7 512 107.785529 42.408657 65.376872 
