N size rank blocking_factor t_exec t_proc t_comm
4096 4 0 1024 157.561113 25.385518 132.175595 
4096 4 1 1024 94.660398 69.989217 24.671181 
4096 4 2 1024 127.661139 106.608065 21.053074 
4096 4 3 1024 157.557100 117.204886 40.352214 
