N size rank blocking_factor t_exec t_proc t_comm
4096 8 0 512 88.049477 53.317043 34.732435 
4096 8 1 512 88.044340 52.351969 35.692371 
4096 8 2 512 88.046511 53.573780 34.472731 
4096 8 3 512 88.049202 53.341205 34.707997 
4096 8 4 512 88.041509 53.346815 34.694694 
4096 8 5 512 88.046747 54.066206 33.980541 
4096 8 6 512 88.036546 52.584713 35.451833 
4096 8 7 512 88.043561 52.526056 35.517505 
