N size rank blocking_factor t_exec t_proc t_comm
2048 8 0 256 24.971733 0.616299 24.355434 
2048 8 1 256 10.249098 1.493253 8.755845 
2048 8 2 256 13.871673 2.261489 11.610184 
2048 8 3 256 16.913448 2.658486 14.254962 
2048 8 4 256 19.221623 3.345267 15.876356 
2048 8 5 256 21.254058 3.697279 17.556779 
2048 8 6 256 23.104228 5.243165 17.861063 
2048 8 7 256 24.960859 5.379295 19.581564 
