N size rank blocking_factor t_exec t_proc t_comm
1024 4 0 256 1.329216 0.612559 0.716657 
1024 4 1 256 1.329188 0.587806 0.741382 
1024 4 2 256 1.328128 0.589974 0.738154 
1024 4 3 256 1.328180 0.584103 0.744077 
