N size rank blocking_factor t_exec t_proc t_comm
4096 4 0 1024 157.169989 28.267348 128.902640 
4096 4 1 1024 157.163820 66.679661 90.484160 
4096 4 2 1024 157.159126 101.111253 56.047873 
4096 4 3 1024 157.165975 118.606380 38.559594 
