N size rank blocking_factor t_exec t_proc t_comm
1024 8 0 128 1.559052 0.314010 1.245042 
1024 8 1 128 1.558320 0.285042 1.273278 
1024 8 2 128 1.557511 0.284167 1.273344 
1024 8 3 128 1.555566 0.284086 1.271480 
1024 8 4 128 1.556451 0.286729 1.269722 
1024 8 5 128 1.558422 0.284722 1.273700 
1024 8 6 128 1.548450 0.293409 1.255042 
1024 8 7 128 1.548949 0.285163 1.263786 
