N size rank blocking_factor t_exec t_proc t_comm
1024 4 0 256 2.526823 0.468855 2.057968 
1024 4 1 256 2.524762 0.842552 1.682210 
1024 4 2 256 2.522960 1.093229 1.429731 
1024 4 3 256 2.524030 1.268761 1.255268 
