N size rank blocking_factor t_exec t_proc t_comm
1024 4 0 256 2.594706 0.267958 2.326748 
1024 4 1 256 1.658052 0.601352 1.056700 
1024 4 2 256 2.114360 1.087947 1.026413 
1024 4 3 256 2.587972 1.255190 1.332782 
