N size rank blocking_factor t_exec t_proc t_comm
4096 4 0 1024 93.304751 65.838474 27.466277 
4096 4 1 1024 93.304587 66.207981 27.096606 
4096 4 2 1024 93.300569 62.192928 31.107641 
4096 4 3 1024 93.300602 58.015087 35.285515 
