N size rank blocking_factor t_exec t_proc t_comm
1024 8 0 128 3.147086 0.083116 3.063970 
1024 8 1 128 1.382765 0.162834 1.219932 
1024 8 2 128 1.767703 0.255641 1.512062 
1024 8 3 128 2.176006 0.325780 1.850226 
1024 8 4 128 2.411271 0.518221 1.893050 
1024 8 5 128 2.680554 0.589444 2.091110 
1024 8 6 128 2.911696 0.611222 2.300474 
1024 8 7 128 3.139021 0.637390 2.501631 
