N size rank blocking_factor t_exec t_proc t_comm
1024 8 0 128 1.794164 0.312858 1.481306 
1024 8 1 128 1.804184 0.288125 1.516059 
1024 8 2 128 1.802864 0.291426 1.511438 
1024 8 3 128 1.785697 0.298888 1.486809 
1024 8 4 128 1.803430 0.298190 1.505240 
1024 8 5 128 1.800723 0.286059 1.514664 
1024 8 6 128 1.773865 0.289489 1.484377 
1024 8 7 128 1.774614 0.300822 1.473792 
