N size rank blocking_factor t_exec t_proc t_comm
2048 8 0 256 15.515138 2.534512 12.980626 
2048 8 1 256 15.519550 2.485227 13.034323 
2048 8 2 256 15.520550 2.605936 12.914614 
2048 8 3 256 15.520400 2.683439 12.836961 
2048 8 4 256 15.518113 2.493012 13.025101 
2048 8 5 256 15.519534 2.424858 13.094676 
2048 8 6 256 15.515958 2.406886 13.109072 
2048 8 7 256 15.514237 2.390926 13.123311 
