N size rank blocking_factor t_exec t_proc t_comm
4096 4 0 1024 85.300650 63.706633 21.594017 
4096 4 1 1024 85.304661 65.476999 19.827662 
4096 4 2 1024 85.300536 63.597154 21.703382 
4096 4 3 1024 85.304761 65.334582 19.970179 
