N size rank blocking_factor t_exec t_proc t_comm
2048 4 0 512 19.869906 2.095706 17.774200 
2048 4 1 512 11.934133 6.022509 5.911624 
2048 4 2 512 16.161420 9.650004 6.511416 
2048 4 3 512 19.867908 10.505915 9.361994 
