N size rank blocking_factor t_exec t_proc t_comm
2048 8 0 256 21.173858 0.658669 20.515189 
2048 8 1 256 21.170706 1.458823 19.711882 
2048 8 2 256 21.169798 2.572971 18.596828 
2048 8 3 256 21.171044 4.012635 17.158409 
2048 8 4 256 21.169626 6.030099 15.139527 
2048 8 5 256 21.158326 5.632988 15.525338 
2048 8 6 256 21.164088 7.037217 14.126871 
2048 8 7 256 21.160242 6.080416 15.079826 
