N size rank blocking_factor t_exec t_proc t_comm
1024 8 0 128 2.670839 0.200686 2.470153 
1024 8 1 128 2.664918 0.323962 2.340956 
1024 8 2 128 2.664018 0.426961 2.237057 
1024 8 3 128 2.654920 0.490804 2.164116 
1024 8 4 128 2.660385 0.545512 2.114873 
1024 8 5 128 2.663550 0.592881 2.070669 
1024 8 6 128 2.659996 0.616379 2.043617 
1024 8 7 128 2.659271 0.640347 2.018924 
