N size rank blocking_factor t_exec t_proc t_comm
2048 4 0 512 10.952597 5.215796 5.736801 
2048 4 1 512 10.952537 5.236906 5.715631 
2048 4 2 512 10.950030 5.239707 5.710323 
2048 4 3 512 10.950057 5.204334 5.745723 
