N size rank blocking_factor t_exec t_proc t_comm
2048 4 0 512 19.995781 2.283330 17.712451 
2048 4 1 512 19.993189 5.296759 14.696430 
2048 4 2 512 19.990703 9.974044 10.016659 
2048 4 3 512 19.986291 11.416835 8.569456 
